,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
212,Ahmedabad,2015-08-01,40.29,,6.74,10.52,17.26,,6.74,8.27,3.57,1.85,4.34,0.39,173.0,Moderate
213,Ahmedabad,2015-08-02,41.16,,6.91,10.51,17.42,,6.91,13.48,3.69,1.8,4.23,0.33,172.0,Moderate
214,Ahmedabad,2015-08-03,36.12,,7.21,11.56,17.07,,7.21,13.62,6.08,1.67,2.85,0.11,190.0,Moderate
215,Ahmedabad,2015-08-04,28.51,,6.69,20.52,27.21,,6.69,5.69,7.65,1.36,2.17,0.09,171.0,Moderate
216,Ahmedabad,2015-08-05,31.59,,6.99,20.42,27.41,,6.99,9.23,7.9,0.72,2.29,0.12,168.0,Moderate
217,Ahmedabad,2015-08-06,42.56,,7.17,20.4,27.57,,7.17,6.28,9.86,1.36,2.94,0.28,172.0,Moderate
218,Ahmedabad,2015-08-07,48.12,,7.14,20.3,27.45,,7.14,6.77,12.78,1.22,3.39,0.26,173.0,Moderate
219,Ahmedabad,2015-08-08,37.09,,7.22,20.21,27.42,,7.22,8.66,7.94,0.86,2.98,0.16,175.0,Moderate
220,Ahmedabad,2015-08-09,33.4,,7.4,20.09,27.5,,7.4,9.95,8.39,0.8,2.13,0.07,179.0,Moderate
221,Ahmedabad,2015-08-10,38.64,,7.35,20.21,27.55,,7.35,9.74,6.28,1.31,2.8,0.27,174.0,Moderate
222,Ahmedabad,2015-08-11,40.49,,7.48,20.23,27.71,,7.48,8.92,21.51,1.17,3.0,0.11,176.0,Moderate
223,Ahmedabad,2015-08-12,41.37,,7.47,20.2,27.68,,7.47,11.73,19.8,1.82,2.85,0.17,179.0,Moderate
224,Ahmedabad,2015-08-13,44.56,,7.49,20.06,27.55,,7.49,11.23,22.77,1.38,3.36,0.44,175.0,Moderate
225,Ahmedabad,2015-08-14,65.68,,7.57,19.94,27.51,,7.57,8.21,30.21,3.62,5.79,1.0,177.0,Moderate
226,Ahmedabad,2015-08-15,33.34,,7.3,20.27,27.57,,7.3,6.41,32.95,0.0,0.0,0.02,175.0,Moderate
227,Ahmedabad,2015-08-16,39.17,,7.35,20.24,27.58,,7.35,9.17,26.64,0.79,0.76,0.14,174.0,Moderate
228,Ahmedabad,2015-08-17,34.0,,7.41,20.1,27.51,,7.41,9.64,17.17,1.21,1.8,0.15,179.0,Moderate
229,Ahmedabad,2015-08-18,36.38,,7.31,20.14,27.45,,7.31,10.65,13.35,2.0,4.33,0.35,177.0,Moderate
230,Ahmedabad,2015-08-19,38.35,,7.41,20.16,27.57,,7.41,9.33,18.59,1.63,3.74,0.35,180.0,Moderate
231,Ahmedabad,2015-08-20,38.5,,12.38,19.67,30.02,,12.38,10.37,16.33,1.56,2.97,0.42,274.0,Poor
232,Ahmedabad,2015-08-21,39.61,,17.31,14.84,32.15,,17.31,10.76,5.38,1.67,3.17,0.24,310.0,Very Poor
233,Ahmedabad,2015-08-22,61.79,,17.24,14.82,32.06,,17.24,12.39,8.06,0.91,1.81,0.2,303.0,Very Poor
234,Ahmedabad,2015-08-23,43.22,,17.17,14.82,31.99,,17.17,11.68,37.87,1.29,3.06,0.14,302.0,Very Poor
235,Ahmedabad,2015-08-24,33.41,,17.12,14.86,31.98,,17.12,12.96,86.83,1.08,2.1,0.05,302.0,Very Poor
236,Ahmedabad,2015-08-25,36.9,,17.08,14.85,31.93,,17.08,4.73,54.01,0.91,1.25,0.16,302.0,Very Poor
237,Ahmedabad,2015-08-26,36.36,,17.11,14.79,31.9,,17.11,8.86,77.3,0.0,0.0,0.06,302.0,Very Poor
238,Ahmedabad,2015-08-27,32.64,,17.01,14.84,31.85,,17.01,7.05,62.31,0.0,0.0,0.01,302.0,Very Poor
239,Ahmedabad,2015-08-28,38.23,,17.07,14.89,31.96,,17.07,10.9,55.94,0.0,0.0,0.01,302.0,Very Poor
240,Ahmedabad,2015-08-29,39.86,,16.98,14.83,31.81,,16.98,10.02,96.83,0.0,0.01,0.02,301.0,Very Poor
241,Ahmedabad,2015-08-30,72.74,,17.04,14.84,31.88,,17.04,4.23,99.03,0.0,0.0,0.0,302.0,Very Poor
242,Ahmedabad,2015-08-31,43.2,,17.05,14.86,31.91,,17.05,5.96,59.99,0.0,0.0,0.11,302.0,Very Poor
243,Ahmedabad,2015-09-01,63.2,,17.03,14.82,31.85,,17.03,3.69,7.57,0.0,0.0,0.0,302.0,Very Poor
244,Ahmedabad,2015-09-02,64.73,,17.01,14.82,31.83,,17.01,6.45,12.13,0.0,0.0,0.0,302.0,Very Poor
245,Ahmedabad,2015-09-03,65.28,,17.04,14.85,31.89,,17.04,6.13,18.2,0.0,0.0,0.0,301.0,Very Poor
246,Ahmedabad,2015-09-04,67.86,,16.97,14.87,31.84,,16.97,8.87,16.53,0.0,0.0,0.0,302.0,Very Poor
247,Ahmedabad,2015-09-05,52.4,,16.97,14.81,31.78,,16.97,9.89,22.55,0.0,0.0,0.0,301.0,Very Poor
248,Ahmedabad,2015-09-06,33.33,,16.95,14.89,31.84,,16.95,6.88,33.58,0.0,0.0,0.0,302.0,Very Poor
249,Ahmedabad,2015-09-07,29.52,,16.94,14.88,31.82,,16.94,8.56,40.65,0.0,0.0,0.02,301.0,Very Poor
250,Ahmedabad,2015-09-08,15.53,,17.0,14.85,31.85,,17.0,15.13,34.18,0.0,0.0,0.0,301.0,Very Poor
251,Ahmedabad,2015-09-09,57.51,,16.31,50.9,67.22,,16.31,8.73,15.39,0.0,10.52,4.88,,
252,Ahmedabad,2015-09-10,50.24,,9.46,12.31,21.77,,9.46,11.63,13.61,0.0,3.42,0.29,226.0,Poor
253,Ahmedabad,2015-09-11,61.77,,8.68,15.43,24.1,,8.68,8.1,18.69,0.0,4.83,0.38,276.0,Poor
254,Ahmedabad,2015-09-12,46.93,,7.14,11.47,18.61,,7.14,7.92,19.03,0.0,3.08,0.12,209.0,Poor
255,Ahmedabad,2015-09-13,43.01,,6.82,9.96,16.78,,6.82,11.58,20.59,0.0,2.5,0.13,179.0,Moderate
256,Ahmedabad,2015-09-14,42.06,,8.43,11.35,19.78,,8.43,11.63,28.09,0.0,3.19,0.2,197.0,Moderate
257,Ahmedabad,2015-09-15,44.94,,7.14,10.94,18.07,,7.14,5.85,59.38,0.0,2.21,0.24,229.0,Poor
258,Ahmedabad,2015-09-16,29.58,,6.61,9.94,16.55,,6.61,8.82,42.9,0.0,1.87,0.13,170.0,Moderate
259,Ahmedabad,2015-09-17,32.15,,6.5,9.7,16.2,,6.5,9.2,39.02,0.0,2.73,0.19,164.0,Moderate
260,Ahmedabad,2015-09-18,36.33,,7.68,12.88,20.56,,7.68,8.28,43.35,0.0,4.29,0.36,195.0,Moderate
261,Ahmedabad,2015-09-19,24.46,,8.45,10.99,19.44,,8.45,12.59,44.55,0.0,2.52,0.17,220.0,Poor
262,Ahmedabad,2015-09-20,,,,,,,,,,,,,,
263,Ahmedabad,2015-09-21,27.08,,9.95,12.25,22.19,,9.95,9.51,12.46,0.0,4.77,0.32,,
264,Ahmedabad,2015-09-22,59.29,,9.21,9.68,18.89,,9.21,5.98,7.69,0.0,3.24,0.19,217.0,Poor
265,Ahmedabad,2015-09-23,65.32,,10.61,9.62,20.23,,10.61,3.69,4.74,0.0,3.63,0.24,254.0,Poor
266,Ahmedabad,2015-09-24,47.39,,9.26,10.48,19.74,,9.26,7.72,7.71,0.0,3.41,0.21,241.0,Poor
267,Ahmedabad,2015-09-25,43.88,,8.69,19.75,28.44,,8.69,4.83,11.53,0.0,3.24,0.16,244.0,Poor
268,Ahmedabad,2015-09-26,28.35,,9.05,13.62,22.68,,9.05,7.47,15.95,0.0,3.26,0.21,243.0,Poor
269,Ahmedabad,2015-09-27,3.59,,11.26,14.17,25.44,,11.26,9.6,20.38,0.0,4.02,0.46,244.0,Poor
270,Ahmedabad,2015-09-28,3.04,,16.31,21.5,37.81,,16.31,13.73,30.05,0.02,9.33,0.81,327.0,Very Poor
271,Ahmedabad,2015-09-29,19.14,,10.33,30.6,40.93,,10.33,10.96,29.36,0.0,8.36,1.0,390.0,Very Poor
272,Ahmedabad,2015-09-30,69.12,,8.85,32.41,41.26,,8.85,15.63,28.45,0.0,7.16,0.73,231.0,Poor
273,Ahmedabad,2015-10-01,76.41,,17.96,34.7,52.67,,17.96,15.44,31.49,0.0,7.51,1.15,396.0,Very Poor
274,Ahmedabad,2015-10-02,102.49,,33.31,37.85,71.17,,33.31,27.32,24.85,19.81,51.29,15.05,731.0,Severe
275,Ahmedabad,2015-10-03,127.94,,11.14,28.38,39.52,,11.14,25.59,15.17,8.14,29.23,3.24,466.0,Severe
276,Ahmedabad,2015-10-04,87.18,,7.83,21.51,29.34,,7.83,6.98,23.17,5.59,17.26,2.28,230.0,Poor
277,Ahmedabad,2015-10-05,99.73,,20.16,30.23,50.39,,20.16,32.74,20.91,8.58,27.22,4.15,309.0,Very Poor
278,Ahmedabad,2015-10-06,84.15,,15.83,32.1,47.93,,15.83,19.37,23.12,8.34,23.83,4.0,519.0,Severe
279,Ahmedabad,2015-10-07,92.12,,18.21,32.5,50.71,,18.21,31.75,29.97,6.26,26.4,4.3,397.0,Very Poor
280,Ahmedabad,2015-10-08,94.02,,27.14,36.97,64.11,,27.14,24.88,23.51,10.85,41.2,6.14,517.0,Severe
281,Ahmedabad,2015-10-09,150.27,,15.9,34.86,50.77,,15.9,26.35,31.96,9.13,37.83,5.06,653.0,Severe
282,Ahmedabad,2015-10-10,118.91,,5.42,29.22,34.64,,5.42,79.47,24.89,6.23,12.93,1.74,355.0,Very Poor
283,Ahmedabad,2015-10-11,91.41,,5.19,23.45,28.63,,5.19,25.44,6.25,0.69,1.25,0.05,227.0,Poor
284,Ahmedabad,2015-10-12,95.9,,10.38,33.63,44.01,,10.38,30.06,27.34,3.24,11.06,1.76,316.0,Very Poor
285,Ahmedabad,2015-10-13,137.87,,20.2,32.98,53.18,,20.2,21.89,17.41,12.76,39.39,12.08,536.0,Severe
286,Ahmedabad,2015-10-14,90.71,,18.12,25.73,43.85,,18.12,17.89,26.02,7.32,43.71,6.04,370.0,Very Poor
287,Ahmedabad,2015-10-15,108.68,,17.03,32.87,49.9,,17.03,22.59,19.56,12.47,51.84,7.46,551.0,Severe
288,Ahmedabad,2015-10-16,98.79,,17.72,31.2,48.92,,17.72,26.09,30.19,8.22,41.58,5.48,393.0,Very Poor
289,Ahmedabad,2015-10-17,145.75,,20.61,34.71,55.33,,20.61,24.66,95.94,20.08,51.51,7.31,671.0,Severe
290,Ahmedabad,2015-10-18,179.43,,52.33,39.42,91.75,,52.33,39.15,112.01,31.75,102.65,14.97,969.0,Severe
291,Ahmedabad,2015-10-19,170.52,,15.49,35.22,48.6,,15.49,34.03,53.98,10.76,31.62,4.83,471.0,Severe
292,Ahmedabad,2015-10-20,203.4,,23.03,36.63,59.66,,23.03,94.3,5.36,0.0,0.0,0.0,529.0,Severe
293,Ahmedabad,2015-10-21,92.71,,12.92,30.65,43.57,,12.92,42.08,72.86,13.33,17.97,5.17,,
294,Ahmedabad,2015-10-22,64.66,,4.79,23.83,28.61,,4.79,34.4,24.76,6.24,12.04,2.24,213.0,Poor
295,Ahmedabad,2015-10-23,78.14,,10.58,28.93,39.51,,10.58,44.91,35.56,4.72,8.87,2.28,297.0,Poor
296,Ahmedabad,2015-10-24,100.17,,32.27,34.16,66.43,,32.27,27.73,23.95,7.62,12.85,5.15,605.0,Severe
297,Ahmedabad,2015-10-25,147.35,,34.64,39.1,73.74,,34.64,46.09,26.43,5.8,5.08,10.16,691.0,Severe
298,Ahmedabad,2015-10-26,206.89,,145.32,55.67,201.0,,145.32,20.47,38.0,1.69,3.45,36.0,971.0,Severe
299,Ahmedabad,2015-10-27,114.84,,38.09,40.31,78.39,,38.09,22.94,30.19,26.0,72.61,10.84,,
300,Ahmedabad,2015-10-28,89.64,,5.42,25.75,31.18,,5.42,44.92,43.04,6.48,17.42,2.14,270.0,Poor
301,Ahmedabad,2015-10-29,51.72,,1.89,21.15,23.04,,1.89,37.31,66.58,3.96,11.1,0.75,188.0,Moderate
302,Ahmedabad,2015-10-30,54.59,,2.31,18.33,20.64,,2.31,19.08,42.43,3.47,10.25,1.12,114.0,Moderate
303,Ahmedabad,2015-10-31,46.5,,1.22,12.1,13.32,,1.22,13.73,61.56,1.9,4.5,0.22,143.0,Moderate
304,Ahmedabad,2015-11-01,,,,,,,,,,,,,,
305,Ahmedabad,2015-11-02,122.54,,75.42,44.2,119.62,,75.42,13.78,60.66,73.38,105.07,17.55,,
306,Ahmedabad,2015-11-03,147.18,,33.06,36.87,69.93,,33.06,21.24,131.12,25.83,60.82,9.26,557.0,Severe
307,Ahmedabad,2015-11-04,214.67,,57.37,42.21,99.57,,57.37,22.18,,41.22,93.71,13.41,,
308,Ahmedabad,2015-11-05,207.13,,28.41,35.31,60.37,,28.41,50.33,,28.86,55.93,8.74,536.0,Severe
309,Ahmedabad,2015-11-06,191.01,,39.61,50.11,89.72,,39.61,40.78,27.9,17.39,60.02,11.13,354.0,Very Poor
310,Ahmedabad,2015-11-07,192.35,,9.39,29.04,38.43,,9.39,29.18,33.21,22.88,52.49,10.86,381.0,Very Poor
311,Ahmedabad,2015-11-08,127.64,,6.74,31.91,38.64,,6.74,26.94,47.33,9.55,20.72,4.32,355.0,Very Poor
312,Ahmedabad,2015-11-09,,,,,,,,,,,,,,
313,Ahmedabad,2015-11-10,,,,,,,,,,,,,,
314,Ahmedabad,2015-11-11,,,,,,,,,,,,,,
315,Ahmedabad,2015-11-12,,,,,,,,,,,,,,
316,Ahmedabad,2015-11-13,,,,,,,,,,,,,,
317,Ahmedabad,2015-11-14,,,,,,,,,,,,,,
318,Ahmedabad,2015-11-15,,,,,,,,,,,,,,
319,Ahmedabad,2015-11-16,,,,,,,,,,,,,,
320,Ahmedabad,2015-11-17,,,,,,,,,,,,,,
321,Ahmedabad,2015-11-18,,,,,,,,,,,,,,
322,Ahmedabad,2015-11-19,,,,,,,,,,,,,,
323,Ahmedabad,2015-11-20,,,,,,,,,,,,,,
324,Ahmedabad,2015-11-21,,,,,,,,,,,,,,
325,Ahmedabad,2015-11-22,,,,,,,,,,,,,,
326,Ahmedabad,2015-11-23,,,,,,,,,,,,,,
327,Ahmedabad,2015-11-24,,,,,,,,,,,,,,
328,Ahmedabad,2015-11-25,,,,,,,,,,,,,,
329,Ahmedabad,2015-11-26,,,,,,,,,,,,,,
330,Ahmedabad,2015-11-27,,,,,,,,,,,,,,
331,Ahmedabad,2015-11-28,,,,,,,,,,,,,,
332,Ahmedabad,2015-11-29,,,,,,,,,,,,,,
333,Ahmedabad,2015-11-30,,,,,,,,,,,,,,
334,Ahmedabad,2015-12-01,,,,,,,,,,,,,,
335,Ahmedabad,2015-12-02,,,,,,,,,,,,,,
336,Ahmedabad,2015-12-03,,,,,,,,,,,,,,
337,Ahmedabad,2015-12-04,,,,,,,,,,,,,,
338,Ahmedabad,2015-12-05,,,,,,,,,,,,,,
339,Ahmedabad,2015-12-06,,,,,,,,,,,,,,
340,Ahmedabad,2015-12-07,,,,,,,,,,,,,,
341,Ahmedabad,2015-12-08,,,,,,,,,,,,,,
342,Ahmedabad,2015-12-09,,,,,,,,,,,,,,
343,Ahmedabad,2015-12-10,,,,,,,,,,,,,,
344,Ahmedabad,2015-12-11,,,,,,,,,,,,,,
345,Ahmedabad,2015-12-12,,,,,,,,,,,,,,
346,Ahmedabad,2015-12-13,,,,,,,,,,,,,,
347,Ahmedabad,2015-12-14,,,,,,,,,,,,,,
348,Ahmedabad,2015-12-15,,,,,,,,,,,,,,
349,Ahmedabad,2015-12-16,,,,,,,,,,,,,,
350,Ahmedabad,2015-12-17,,,,,,,,,,,,,,
351,Ahmedabad,2015-12-18,,,,,,,,,,,,,,
352,Ahmedabad,2015-12-19,,,,,,,,,,,,,,
353,Ahmedabad,2015-12-20,,,,,,,,,,,,,,
354,Ahmedabad,2015-12-21,,,,,,,,,,,,,,
355,Ahmedabad,2015-12-22,,,,,,,,,,,,,,
356,Ahmedabad,2015-12-23,,,,,,,,,,,,,,
357,Ahmedabad,2015-12-24,,,,,,,,,,,,,,
358,Ahmedabad,2015-12-25,,,,,,,,,,,,,,
359,Ahmedabad,2015-12-26,,,,,,,,,,,,,,
360,Ahmedabad,2015-12-27,,,,,,,,,,,,,,
361,Ahmedabad,2015-12-28,,,,,,,,,,,,,,
362,Ahmedabad,2015-12-29,,,,,,,,,,,,,,
363,Ahmedabad,2015-12-30,,,,,,,,,,,,,,
364,Ahmedabad,2015-12-31,,,,,,,,,,,,,,
365,Ahmedabad,2016-01-01,,,,,,,,,,,,,,
366,Ahmedabad,2016-01-02,,,,,,,,,,,,,,
367,Ahmedabad,2016-01-03,,,,,,,,,,,,,,
368,Ahmedabad,2016-01-04,,,,,,,,,,,,,,
369,Ahmedabad,2016-01-05,,,,,,,,,,,,,,
370,Ahmedabad,2016-01-06,,,,,,,,,,,,,,
371,Ahmedabad,2016-01-07,,,,,,,,,,,,,,
372,Ahmedabad,2016-01-08,,,,,,,,,,,,,,
373,Ahmedabad,2016-01-09,,,,,,,,,,,,,,
374,Ahmedabad,2016-01-10,,,,,,,,,,,,,,
375,Ahmedabad,2016-01-11,,,,,,,,,,,,,,
376,Ahmedabad,2016-01-12,,,,,,,,,,,,,,
377,Ahmedabad,2016-01-13,,,,,,,,,,,,,,
378,Ahmedabad,2016-01-14,,,,,,,,,,,,,,
379,Ahmedabad,2016-01-15,,,,,,,,,,,,,,
380,Ahmedabad,2016-01-16,,,,,,,,,,,,,,
381,Ahmedabad,2016-01-17,,,,,,,,,,,,,,
382,Ahmedabad,2016-01-18,,,,,,,,,,,,,,
383,Ahmedabad,2016-01-19,,,,,,,,,,,,,,
384,Ahmedabad,2016-01-20,,,,,,,,,,,,,,
385,Ahmedabad,2016-01-21,,,,,,,,,,,,,,
386,Ahmedabad,2016-01-22,,,,,,,,,,,,,,
387,Ahmedabad,2016-01-23,,,,,,,,,,,,,,
388,Ahmedabad,2016-01-24,,,,,,,,,,,,,,
389,Ahmedabad,2016-01-25,,,,,,,,,,,,,,
390,Ahmedabad,2016-01-26,,,,,,,,,,,,,,
391,Ahmedabad,2016-01-27,,,,,,,,,,,,,,
392,Ahmedabad,2016-01-28,,,,,,,,,,,,,,
393,Ahmedabad,2016-01-29,,,,,,,,,,,,,,
394,Ahmedabad,2016-01-30,,,,,,,,,,,,,,
395,Ahmedabad,2016-01-31,,,,,,,,,,,,,,
396,Ahmedabad,2016-02-01,,,,,,,,,,,,,,
397,Ahmedabad,2016-02-02,,,,,,,,,,,,,,
398,Ahmedabad,2016-02-03,,,,,,,,,,,,,,
399,Ahmedabad,2016-02-04,,,,,,,,,,,,,,
400,Ahmedabad,2016-02-05,,,,,,,,,,,,,,
401,Ahmedabad,2016-02-06,,,,,,,,,,,,,,
402,Ahmedabad,2016-02-07,,,,,,,,,,,,,,
403,Ahmedabad,2016-02-08,,,,,,,,,,,,,,
404,Ahmedabad,2016-02-09,,,,,,,,,,,,,,
405,Ahmedabad,2016-02-10,,,,,,,,,,,,,,
406,Ahmedabad,2016-02-11,,,,,,,,,,,,,,
407,Ahmedabad,2016-02-12,,,,,,,,,,,,,,
408,Ahmedabad,2016-02-13,,,,,,,,,,,,,,
409,Ahmedabad,2016-02-14,,,,,,,,,,,,,,
410,Ahmedabad,2016-02-15,,,,,,,,,,,,,,
411,Ahmedabad,2016-02-16,,,,,,,,,,,,,,
412,Ahmedabad,2016-02-17,,,,,,,,,,,,,,
413,Ahmedabad,2016-02-18,,,,,,,,,,,,,,
414,Ahmedabad,2016-02-19,,,,,,,,,,,,,,
415,Ahmedabad,2016-02-20,,,,,,,,,,,,,,
416,Ahmedabad,2016-02-21,,,,,,,,,,,,,,
417,Ahmedabad,2016-02-22,,,,,,,,,,,,,,
418,Ahmedabad,2016-02-23,,,,,,,,,,,,,,
419,Ahmedabad,2016-02-24,,,,,,,,,,,,,,
420,Ahmedabad,2016-02-25,,,,,,,,,,,,,,
421,Ahmedabad,2016-02-26,,,,,,,,,,,,,,
422,Ahmedabad,2016-02-27,,,,,,,,,,,,,,
423,Ahmedabad,2016-02-28,,,,,,,,,,,,,,
424,Ahmedabad,2016-02-29,,,,,,,,,,,,,,
425,Ahmedabad,2016-03-01,,,,,,,,,,,,,,
426,Ahmedabad,2016-03-02,,,,,,,,,,,,,,
427,Ahmedabad,2016-03-03,,,,,,,,,,,,,,
428,Ahmedabad,2016-03-04,,,,,,,,,,,,,,
429,Ahmedabad,2016-03-05,,,,,,,,,,,,,,
430,Ahmedabad,2016-03-06,,,,,,,,,,,,,,
431,Ahmedabad,2016-03-07,,,,,,,,,,,,,,
432,Ahmedabad,2016-03-08,,,,,,,,,,,,,,
433,Ahmedabad,2016-03-09,,,,,,,,,,,,,,
434,Ahmedabad,2016-03-10,,,,,,,,,,,,,,
435,Ahmedabad,2016-03-11,,,,,,,,,,,,,,
436,Ahmedabad,2016-03-12,,,,,,,,,,,,,,
437,Ahmedabad,2016-03-13,,,,,,,,,,,,,,
438,Ahmedabad,2016-03-14,,,,,,,,,,,,,,
439,Ahmedabad,2016-03-15,,,,,,,,,,,,,,
440,Ahmedabad,2016-03-16,,,,,,,,,,,,,,
441,Ahmedabad,2016-03-17,,,,,,,,,,,,,,
442,Ahmedabad,2016-03-18,,,,,,,,,,,,,,
443,Ahmedabad,2016-03-19,,,,,,,,,,,,,,
444,Ahmedabad,2016-03-20,,,,,,,,,,,,,,
445,Ahmedabad,2016-03-21,,,,,,,,,,,,,,
446,Ahmedabad,2016-03-22,,,,,,,,,,,,,,
447,Ahmedabad,2016-03-23,,,,,,,,,,,,,,
448,Ahmedabad,2016-03-24,,,,,,,,,,,,,,
449,Ahmedabad,2016-03-25,,,,,,,,,,,,,,
450,Ahmedabad,2016-03-26,,,,,,,,,,,,,,
451,Ahmedabad,2016-03-27,,,,,,,,,,,,,,
452,Ahmedabad,2016-03-28,,,,,,,,,,,,,,
453,Ahmedabad,2016-03-29,,,,,,,,,,,,,,
454,Ahmedabad,2016-03-30,,,,,,,,,,,,,,
455,Ahmedabad,2016-03-31,,,,,,,,,,,,,,
456,Ahmedabad,2016-04-01,,,,,,,,,,,,,,
457,Ahmedabad,2016-04-02,,,,,,,,,,,,,,
458,Ahmedabad,2016-04-03,,,,,,,,,,,,,,
459,Ahmedabad,2016-04-04,,,,,,,,,,,,,,
460,Ahmedabad,2016-04-05,,,,,,,,,,,,,,
461,Ahmedabad,2016-04-06,,,,,,,,,,,,,,
462,Ahmedabad,2016-04-07,,,,,,,,,,,,,,
463,Ahmedabad,2016-04-08,,,,,,,,,,,,,,
464,Ahmedabad,2016-04-09,,,,,,,,,,,,,,
465,Ahmedabad,2016-04-10,,,,,,,,,,,,,,
466,Ahmedabad,2016-04-11,,,,,,,,,,,,,,
467,Ahmedabad,2016-04-12,,,,,,,,,,,,,,
468,Ahmedabad,2016-04-13,,,,,,,,,,,,,,
469,Ahmedabad,2016-04-14,,,,,,,,,,,,,,
470,Ahmedabad,2016-04-15,,,,,,,,,,,,,,
471,Ahmedabad,2016-04-16,,,,,,,,,,,,,,
472,Ahmedabad,2016-04-17,,,,,,,,,,,,,,
473,Ahmedabad,2016-04-18,,,,,,,,,,,,,,
474,Ahmedabad,2016-04-19,,,,,,,,,,,,,,
475,Ahmedabad,2016-04-20,,,,,,,,,,,,,,
476,Ahmedabad,2016-04-21,,,,,,,,,,,,,,
477,Ahmedabad,2016-04-22,,,,,,,,,,,,,,
478,Ahmedabad,2016-04-23,,,,,,,,,,,,,,
479,Ahmedabad,2016-04-24,,,,,,,,,,,,,,
480,Ahmedabad,2016-04-25,,,,,,,,,,,,,,
481,Ahmedabad,2016-04-26,,,,,,,,,,,,,,
482,Ahmedabad,2016-04-27,,,,,,,,,,,,,,
483,Ahmedabad,2016-04-28,,,,,,,,,,,,,,
484,Ahmedabad,2016-04-29,,,,,,,,,,,,,,
485,Ahmedabad,2016-04-30,,,,,,,,,,,,,,
486,Ahmedabad,2016-05-01,,,,,,,,,,,,,,
487,Ahmedabad,2016-05-02,,,,,,,,,,,,,,
488,Ahmedabad,2016-05-03,,,,,,,,,,,,,,
489,Ahmedabad,2016-05-04,,,,,,,,,,,,,,
490,Ahmedabad,2016-05-05,,,,,,,,,,,,,,
491,Ahmedabad,2016-05-06,,,,,,,,,,,,,,
492,Ahmedabad,2016-05-07,,,,,,,,,,,,,,
493,Ahmedabad,2016-05-08,,,,,,,,,,,,,,
494,Ahmedabad,2016-05-09,,,,,,,,,,,,,,
495,Ahmedabad,2016-05-10,,,,,,,,,,,,,,
496,Ahmedabad,2016-05-11,,,,,,,,,,,,,,
497,Ahmedabad,2016-05-12,,,,,,,,,,,,,,
498,Ahmedabad,2016-05-13,,,,,,,,,,,,,,
499,Ahmedabad,2016-05-14,,,,,,,,,,,,,,
500,Ahmedabad,2016-05-15,,,,,,,,,,,,,,
501,Ahmedabad,2016-05-16,,,,,,,,,,,,,,
502,Ahmedabad,2016-05-17,,,,,,,,,,,,,,
503,Ahmedabad,2016-05-18,,,,,,,,,,,,,,
504,Ahmedabad,2016-05-19,,,,,,,,,,,,,,
505,Ahmedabad,2016-05-20,,,,,,,,,,,,,,
506,Ahmedabad,2016-05-21,,,,,,,,,,,,,,
507,Ahmedabad,2016-05-22,,,,,,,,,,,,,,
508,Ahmedabad,2016-05-23,,,,,,,,,,,,,,
509,Ahmedabad,2016-05-24,,,,,,,,,,,,,,
510,Ahmedabad,2016-05-25,,,,,,,,,,,,,,
511,Ahmedabad,2016-05-26,,,,,,,,,,,,,,
512,Ahmedabad,2016-05-27,,,,,,,,,,,,,,
513,Ahmedabad,2016-05-28,,,,,,,,,,,,,,
514,Ahmedabad,2016-05-29,,,,,,,,,,,,,,
515,Ahmedabad,2016-05-30,,,,,,,,,,,,,,
516,Ahmedabad,2016-05-31,,,,,,,,,,,,,,
517,Ahmedabad,2016-06-01,,,,,,,,,,,,,,
518,Ahmedabad,2016-06-02,,,,,,,,,,,,,,
519,Ahmedabad,2016-06-03,,,,,,,,,,,,,,
520,Ahmedabad,2016-06-04,,,,,,,,,,,,,,
521,Ahmedabad,2016-06-05,,,,,,,,,,,,,,
522,Ahmedabad,2016-06-06,,,,,,,,,,,,,,
523,Ahmedabad,2016-06-07,,,,,,,,,,,,,,
524,Ahmedabad,2016-06-08,,,,,,,,,,,,,,
525,Ahmedabad,2016-06-09,,,,,,,,,,,,,,
526,Ahmedabad,2016-06-10,,,,,,,,,,,,,,
527,Ahmedabad,2016-06-11,,,,,,,,,,,,,,
528,Ahmedabad,2016-06-12,,,,,,,,,,,,,,
529,Ahmedabad,2016-06-13,,,,,,,,,,,,,,
530,Ahmedabad,2016-06-14,,,,,,,,,,,,,,
531,Ahmedabad,2016-06-15,,,,,,,,,,,,,,
532,Ahmedabad,2016-06-16,,,,,,,,,,,,,,
533,Ahmedabad,2016-06-17,,,,,,,,,,,,,,
534,Ahmedabad,2016-06-18,,,,,,,,,,,,,,
535,Ahmedabad,2016-06-19,,,,,,,,,,,,,,
536,Ahmedabad,2016-06-20,,,,,,,,,,,,,,
537,Ahmedabad,2016-06-21,,,,,,,,,,,,,,
538,Ahmedabad,2016-06-22,,,,,,,,,,,,,,
539,Ahmedabad,2016-06-23,,,,,,,,,,,,,,
540,Ahmedabad,2016-06-24,,,,,,,,,,,,,,
541,Ahmedabad,2016-06-25,,,,,,,,,,,,,,
542,Ahmedabad,2016-06-26,,,,,,,,,,,,,,
543,Ahmedabad,2016-06-27,33.02,,11.69,28.91,40.6,,11.69,1.38,36.04,0.0,0.0,0.0,,
